         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/graycode.py:6(GrayCode)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/polyhedron.py:11(Polyhedron)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/utils.py:31(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:287(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/utilities/decorator.py:176(public)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/parsing/sympy_parser.py:582(lambda_notation)
       10    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:699(num2)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_ufunc_config.py:429(__init__)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:552(__init__)
       28    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/path.py:202(vertices)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1282(_iter_break_from_left_to_right)
       25    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2051(get_matrix)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2569(__init__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:549(set_useOffset)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:892(get_size_inches)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:1075(fixlist)
       14    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:392(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2214(get_minpos)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:112(_update_methods)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1983(wm_title)
       15    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/events.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/prufer.py:8(Prufer)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/perm_groups.py:5295(Coset)
       19    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:224(__init__)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/expr.py:1974(as_base_exp)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/utils.py:41(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/ntheory/primetest.py:472(isprime)
       24    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/parsing/sympy_parser.py:671(<genexpr>)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/shape_base.py:20(_atleast_1d_dispatcher)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:3071(_ndim_dispatcher)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:605(clear)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:241(__array__)
       39    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/markers.py:249(get_fillstyle)
       30    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:291(_set_locator)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:1894(__call__)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:223(_get_multialignment)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:341(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:61(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:150(__contains__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/perm_groups.py:5212(SymmetricPermutationGroup)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       26    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/codecs.py:308(__init__)
       11    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_collections_abc.py:302(__subclasshook__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_bootlocale.py:23(getpreferredencoding)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/main.py:27(advance)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/copyreg.py:96(_slotnames)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:619(<lambda>)
       23    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/conflict.py:67(<listcomp>)
       15    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:1226(_hashable_content)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/sets/sets.py:1779(__iter__)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/functions/elementary/complexes.py:66(eval)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/tight_layout.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:782(__eq__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2029(_clip_dispatcher)
       32    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:3164(_around_dispatcher)
       20    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:200(_broadcast_arrays_dispatcher)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:1363(getmask)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:3406(dtype)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:3636(_get_data)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/rcsetup.py:150(validate_bool)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:815(get_clip_box)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:963(minposx)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:522(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:500(locally_modified_subplot_params)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:3503(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:124(set_active)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/projections/__init__.py:44(get_projection_class)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:145(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:368(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2499(get_minpos)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1379(_root)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/reader.py:138(check_printable)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/partitions.py:12(Partition)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/free_groups.py:114(FreeGroup)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/os.py:746(decode)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/genericpath.py:117(_splitext)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_collections_abc.py:92(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:223(__init__)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/typing.py:889(__extrahook__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/__init__.py:235(wrapper)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:537(mpf_eq)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:798(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:385(find_cookie)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/evalf.py:85(fastlog)
       40    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/conflict.py:63(<lambda>)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/pathlib.py:1008(_init)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2486(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:107(_makearray)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:91(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/pyplot.py:755(get_fignums)
       24    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/path.py:216(codes)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:259(y0)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:911(x0)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:1128(set_verts)
       39    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/markers.py:274(get_marker)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:826(get_position)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/textpath.py:24(__init__)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:1704(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:147(__call__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:1059(fixitems)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2658(<genexpr>)
       14    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:381(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:750(get_scale)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:677(focus_set)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/partitions.py:305(IntegerPartition)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/weakref.py:73(__eq__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:429(fracgcd)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/utils.py:42(<setcomp>)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2041(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2573(__new__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:772(get_topmost_subplotspec)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:710(get_gridspec)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:622(__init__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1812(_nonzero_dispatcher)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2333(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:1330(make_mask_descr)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:798(__init__)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1610(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/animation.py:1662(new_frame_seq)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/colors.py:224(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/colors.py:962(__init__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:800(get_in_layout)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1094(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:249(x0)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:916(y0)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/mathtext.py:3324(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:1142(single_shot)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:507(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3103(set_axis_on)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1433(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1506(have_units)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1526(set_units)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:3503(__str__)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:706(check_block_entry)
        8    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'is_finite' of 'decimal.Decimal' objects}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/copyreg.py:87(__newobj__)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/mul.py:476(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:796(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:739(generate_tokens)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/expr.py:126(_hashable_content)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/evalf.py:1281(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/dispatcher.py:204(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/str.py:808(_print_Zero)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2414(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:112(isComplexType)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/function_base.py:1148(_diff_dispatcher)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:1316(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/__init__.py:1180(get_backend)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1841(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2112(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/pyplot.py:211(_get_required_interactive_framework)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:811(get_clip_on)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1213(mouseover)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:921(x1)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:967(minposy)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:470(set_urls)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:621(set_useMathText)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:1129(interval)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:91(_entry_from_axes)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:69(<listcomp>)
